"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:02:08:751","564000430845114","   1.009","   2.000"," 1690"," 1200"," 2900"," 1711","   1.475","   1.488","   0.413","   0.718","   0.724","   0.201"," 34","0"," 30"," 35","   0.738","   0.744","   0.207","  45.000","    0","    0"
"06:02:09:766","564002769043872","   2.024","   1.908"," 1949"," 1200"," 3700"," 2116","   1.612","   3.124","   0.868","   0.962","   1.700","   0.472"," 34","0"," 30"," 42","   0.689","   1.443","   0.401","  45.000","    0","    0"
"06:02:10:774","564005092715250","   3.032","   2.233"," 2326"," 1200"," 3700"," 2798","   2.403","   5.548","   1.541","   1.611","   3.325","   0.924"," 34","0"," 30"," 41","   0.749","   2.199","   0.611","  45.000","    0","    0"
"06:02:11:780","564007410243400","   4.038","   1.905"," 1906"," 1200"," 3700"," 2077","   1.624","   7.182","   1.995","   0.971","   4.302","   1.195"," 34","0"," 30"," 42","   0.666","   2.868","   0.797","  45.000","    0","    0"
"06:02:12:787","564009730571440","   5.045","   2.671"," 1880"," 1200"," 4400"," 1999","   1.960","   9.155","   2.543","   1.298","   5.609","   1.558"," 33","0"," 30"," 46","   0.678","   3.552","   0.987","  45.000","    0","    0"
"06:02:13:795","564012052198780","   6.053","   1.265"," 1588"," 1200"," 2900"," 1602","   1.021","  10.185","   2.829","   0.451","   6.062","   1.684"," 34","0"," 30"," 35","   0.667","   4.224","   1.173","  45.000","    0","    0"

"Total Elapsed Time (sec) = 6.052707"
"Measured RDTSC Frequency (GHz) = 2.304"

"Cumulative Package Energy_0 (Joules) = 10.184570"
"Cumulative Package Energy_0 (mWh) = 2.829047"
"Average Package Power_0 (Watt) = 1.682647"

"Cumulative IA Energy_0 (Joules) = 6.062500"
"Cumulative IA Energy_0 (mWh) = 1.684028"
"Average Package IA_0 (Watt) = 1.001618"

"Cumulative DRAM Energy_0 (Joules) = 4.223938"
"Cumulative DRAM Energy_0 (mWh) = 1.173316"
"Average Package DRAM_0 (Watt) = 0.697859"
