"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"01:51:38:827","529371774177338","   1.000","   1.993"," 1663"," 1200"," 3300"," 1693","   1.506","   1.506","   0.418","   0.727","   0.727","   0.202"," 37","0"," 34"," 38","   0.733","   0.734","   0.204","  45.000","    0","    0"
"01:51:39:841","529374110615026","   2.014","   1.917"," 1949"," 1200"," 3700"," 2159","   1.667","   3.196","   0.888","   1.015","   1.756","   0.488"," 37","0"," 34"," 45","   0.685","   1.428","   0.397","  45.000","    0","    0"
"01:51:40:845","529376423936872","   3.018","   2.014"," 2325"," 1200"," 3800"," 2501","   2.203","   5.408","   1.502","   1.554","   3.317","   0.921"," 37","0"," 34"," 42","   0.681","   2.112","   0.587","  45.000","    0","    0"
"01:51:41:855","529378749929518","   4.028","   1.340"," 1589"," 1200"," 2700"," 1606","   1.061","   6.479","   1.800","   0.466","   3.787","   1.052"," 37","0"," 33"," 37","   0.674","   2.793","   0.776","  45.000","    0","    0"
"01:51:42:858","529381060324860","   5.031","   1.494"," 1676"," 1200"," 2900"," 1717","   1.295","   7.778","   2.161","   0.566","   4.355","   1.210"," 37","0"," 34"," 37","   0.725","   3.520","   0.978","  45.000","    0","    0"
"01:51:43:868","529383388036598","   6.041","   1.262"," 1527"," 1200"," 2500"," 1539","   1.001","   8.789","   2.441","   0.430","   4.789","   1.330"," 36","0"," 33"," 37","   0.667","   4.194","   1.165","  45.000","    0","    0"

"Total Elapsed Time (sec) = 6.040916"
"Measured RDTSC Frequency (GHz) = 2.304"

"Cumulative Package Energy_0 (Joules) = 8.789368"
"Cumulative Package Energy_0 (mWh) = 2.441491"
"Average Package Power_0 (Watt) = 1.454973"

"Cumulative IA Energy_0 (Joules) = 4.789124"
"Cumulative IA Energy_0 (mWh) = 1.330312"
"Average Package IA_0 (Watt) = 0.792781"

"Cumulative DRAM Energy_0 (Joules) = 4.193726"
"Cumulative DRAM Energy_0 (mWh) = 1.164924"
"Average Package DRAM_0 (Watt) = 0.694220"
