"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"01:25:02:341","525693508910906","   1.005","   1.557"," 1604"," 1200"," 2500"," 1612","   1.277","   1.283","   0.356","   0.550","   0.553","   0.154"," 34","0"," 31"," 35","   0.729","   0.733","   0.204","  45.000","    0","    0"
"01:25:03:355","525695845282440","   2.019","   1.907"," 1966"," 1200"," 3700"," 2178","   1.619","   2.924","   0.812","   0.954","   1.520","   0.422"," 34","0"," 31"," 43","   0.688","   1.430","   0.397","  45.000","    0","    0"
"01:25:04:357","525698153060402","   3.020","   2.669"," 2611"," 1200"," 4400"," 3171","   3.131","   6.060","   1.683","   2.412","   3.936","   1.093"," 34","0"," 31"," 49","   0.700","   2.131","   0.592","  45.000","    0","    0"
"01:25:05:363","525700472148768","   4.027","   1.184"," 1536"," 1200"," 3500"," 1548","   1.001","   7.067","   1.963","   0.415","   4.354","   1.209"," 34","0"," 31"," 35","   0.670","   2.805","   0.779","  45.000","    0","    0"
"01:25:06:364","525702778066614","   5.028","   1.191"," 1541"," 1200"," 2500"," 1551","   1.012","   8.080","   2.244","   0.424","   4.779","   1.327"," 34","0"," 31"," 35","   0.669","   3.475","   0.965","  45.000","    0","    0"
"01:25:07:365","525705084383136","   6.029","   2.692"," 2077"," 1200"," 3700"," 2230","   2.346","  10.428","   2.897","   1.611","   6.391","   1.775"," 34","0"," 31"," 42","   0.747","   4.223","   1.173","  45.000","    0","    0"

"Total Elapsed Time (sec) = 6.028798"
"Measured RDTSC Frequency (GHz) = 2.304"

"Cumulative Package Energy_0 (Joules) = 10.428223"
"Cumulative Package Energy_0 (mWh) = 2.896729"
"Average Package Power_0 (Watt) = 1.729735"

"Cumulative IA Energy_0 (Joules) = 6.391296"
"Cumulative IA Energy_0 (mWh) = 1.775360"
"Average Package IA_0 (Watt) = 1.060128"

"Cumulative DRAM Energy_0 (Joules) = 4.222595"
"Cumulative DRAM Energy_0 (mWh) = 1.172943"
"Average Package DRAM_0 (Watt) = 0.700404"
