"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"04:36:52:941","552213698606880","   1.001","   2.177"," 2284"," 1200"," 3700"," 2455","   2.386","   2.388","   0.663","   1.595","   1.596","   0.443"," 34","0"," 31"," 40","   0.735","   0.736","   0.204","  45.000","    0","    0"
"04:36:53:949","552216019990290","   2.009","   1.564"," 1642"," 1200"," 3200"," 1663","   1.150","   3.547","   0.985","   0.551","   2.152","   0.598"," 34","0"," 31"," 35","   0.678","   1.419","   0.394","  45.000","    0","    0"
"04:36:54:952","552218331593132","   3.012","   2.193"," 2344"," 1200"," 4400"," 2719","   2.454","   6.009","   1.669","   1.786","   3.944","   1.096"," 34","0"," 31"," 51","   0.681","   2.103","   0.584","  45.000","    0","    0"
"04:36:55:960","552220653404860","   4.020","   1.174"," 1578"," 1200"," 2500"," 1599","   1.004","   7.021","   1.950","   0.413","   4.361","   1.211"," 34","0"," 31"," 35","   0.670","   2.777","   0.772","  45.000","    0","    0"
"04:36:56:964","552222968198088","   5.024","   2.101"," 2087"," 1200"," 3800"," 2315","   1.960","   8.991","   2.498","   1.317","   5.684","   1.579"," 34","0"," 31"," 44","   0.678","   3.459","   0.961","  45.000","    0","    0"
"04:36:57:966","552225276645226","   6.026","   2.493"," 1997"," 1200"," 4400"," 2127","   2.132","  11.127","   3.091","   1.345","   7.032","   1.953"," 35","0"," 31"," 48","   0.726","   4.186","   1.163","  45.000","    0","    0"

"Total Elapsed Time (sec) = 6.026275"
"Measured RDTSC Frequency (GHz) = 2.304"

"Cumulative Package Energy_0 (Joules) = 11.127136"
"Cumulative Package Energy_0 (mWh) = 3.090871"
"Average Package Power_0 (Watt) = 1.846437"

"Cumulative IA Energy_0 (Joules) = 7.032166"
"Cumulative IA Energy_0 (mWh) = 1.953379"
"Average Package IA_0 (Watt) = 1.166917"

"Cumulative DRAM Energy_0 (Joules) = 4.186096"
"Cumulative DRAM Energy_0 (mWh) = 1.162804"
"Average Package DRAM_0 (Watt) = 0.694641"
