"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"01:03:43:414","522746923623630","   1.006","   2.429"," 2325"," 1200"," 3700"," 2740","   2.482","   2.498","   0.694","   1.680","   1.691","   0.470"," 35","0"," 31"," 42","   0.751","   0.756","   0.210","  45.000","    0","    0"
"01:03:44:427","522749257660498","   2.019","   2.171"," 2225"," 1200"," 3700"," 2317","   2.136","   4.661","   1.295","   1.451","   3.160","   0.878"," 36","0"," 32"," 40","   0.688","   1.453","   0.404","  45.000","    0","    0"
"01:03:45:432","522751571276940","   3.023","   2.098"," 2327"," 1200"," 4400"," 2682","   2.391","   7.062","   1.962","   1.713","   4.880","   1.356"," 34","0"," 32"," 52","   0.686","   2.141","   0.595","  45.000","    0","    0"
"01:03:46:437","522753887423626","   4.029","   1.167"," 1567"," 1200"," 2500"," 1583","   1.143","   8.211","   2.281","   0.446","   5.329","   1.480"," 35","0"," 32"," 35","   0.712","   2.858","   0.794","  45.000","    0","    0"
"01:03:47:445","522756210543556","   5.037","   1.224"," 1604"," 1200"," 2700"," 1634","   1.066","   9.286","   2.579","   0.467","   5.800","   1.611"," 35","0"," 31"," 35","   0.672","   3.535","   0.982","  45.000","    0","    0"
"01:03:48:456","522758538537340","   6.047","   1.602"," 1573"," 1200"," 2900"," 1586","   1.154","  10.452","   2.903","   0.539","   6.344","   1.762"," 35","0"," 32"," 36","   0.671","   4.213","   1.170","  45.000","    0","    0"

"Total Elapsed Time (sec) = 6.047297"
"Measured RDTSC Frequency (GHz) = 2.304"

"Cumulative Package Energy_0 (Joules) = 10.452148"
"Cumulative Package Energy_0 (mWh) = 2.903375"
"Average Package Power_0 (Watt) = 1.728400"

"Cumulative IA Energy_0 (Joules) = 6.343933"
"Cumulative IA Energy_0 (mWh) = 1.762204"
"Average Package IA_0 (Watt) = 1.049053"

"Cumulative DRAM Energy_0 (Joules) = 4.213074"
"Cumulative DRAM Energy_0 (mWh) = 1.170298"
"Average Package DRAM_0 (Watt) = 0.696687"
