#,DateTime,Architecture,File,Total Elapsed Time (sec),Cumulative Package Energy_0 (mWh),Cumulative IA Energy_0 (mWh),Cumulative DRAM Energy_0 (mWh),Cumulative Package Energy_0 (Joules),Cumulative IA Energy_0 (Joules),Cumulative DRAM Energy_0 (Joules), Package Temperature_0 (C)
8,11-10-23T20-00-54,mono,frontend-baseline,40.218455,14.638180,7.788069,7.583991,52.697449,28.037048,27.302368,36.0
8,11-10-23T20-00-54,mono,frontend-monitor,40.227455,18.464983,11.522912,7.623291,66.473938,41.482483,27.443848,37.75
9,11-10-23T20-00-54,mono,api-baseline,29.134338,9.981232,5.109524,5.496419,35.932434,18.394287,19.787109,36.0
9,11-10-23T20-00-54,mono,api-monitor,29.177355,13.464830,7.214491,5.824636,48.473389,25.972168,20.968689,38.758620689655174
9,11-10-23T20-00-54,mono,frontend-baseline,40.086299,23.899807,16.422645,7.636634,86.039307,59.121521,27.491882,37.075
9,11-10-23T20-00-54,mono,frontend-monitor,40.164696,12.917616,6.237149,7.553253,46.503418,22.453735,27.191711,37.5
1,12-10-23T18-57-15,micro,api-baseline,30.136874,46.645898,38.810103,6.087952,167.925232,139.716370,21.916626,56.733333333333334
1,12-10-23T18-57-15,micro,api-monitor,30.128109,53.398912,44.090780,5.917986,192.236084,158.726807,21.304749,66.43333333333334
1,12-10-23T18-57-15,micro,frontend-baseline,37.134067,68.527764,58.511064,7.527347,246.699951,210.639832,27.098450,61.4054054054054
1,12-10-23T18-57-15,micro,frontend-monitor,37.084661,201.212701,186.607920,7.256487,724.365723,671.788513,26.123352,74.29729729729729
10,12-10-23T18-57-15,micro,api-baseline,30.151289,10.621897,5.571611,5.710025,38.238831,20.057800,20.556091,36.5
10,12-10-23T18-57-15,micro,api-monitor,30.160829,12.321353,6.786770,5.752326,44.356873,24.432373,20.708374,35.333333333333336
10,12-10-23T18-57-15,micro,frontend-baseline,37.164145,15.923411,9.085676,7.084656,57.324280,32.708435,25.504761,35.75675675675676
10,12-10-23T18-57-15,micro,frontend-monitor,37.165709,12.619036,6.190338,7.084961,45.428528,22.285217,25.505859,38.486486486486484
11,12-10-23T18-57-15,micro,api-baseline,30.132635,10.465970,5.349358,5.721978,37.677490,19.257690,20.599121,36.233333333333334
11,12-10-23T18-57-15,micro,api-monitor,30.220272,18.522424,11.477780,6.170180,66.680725,41.320007,22.212646,36.3
11,12-10-23T18-57-15,micro,frontend-baseline,37.188044,13.637526,6.986237,7.032115,49.095093,25.150452,25.315613,35.67567567567568
11,12-10-23T18-57-15,micro,frontend-monitor,37.209733,12.636498,6.138102,7.089301,45.491394,22.097168,25.521484,43.054054054054056
12,12-10-23T18-57-15,micro,api-baseline,30.175403,16.838531,11.093920,5.716875,60.618713,39.938110,20.580750,48.833333333333336
12,12-10-23T18-57-15,micro,api-monitor,30.173692,10.123155,5.046132,5.688137,36.443359,18.166077,20.477295,40.43333333333333
12,12-10-23T18-57-15,micro,frontend-baseline,37.186219,12.176853,5.869141,7.036608,43.836670,21.128906,25.331787,38.16216216216216
12,12-10-23T18-57-15,micro,frontend-monitor,37.164789,15.154809,8.131833,7.061395,54.557312,29.274597,25.421021,39.270270270270274
13,12-10-23T18-57-15,micro,api-baseline,30.140916,12.147590,6.877475,5.738898,43.731323,24.758911,20.660034,37.8
13,12-10-23T18-57-15,micro,api-monitor,30.122891,10.262977,5.133023,5.711585,36.946716,18.478882,20.561707,36.333333333333336
13,12-10-23T18-57-15,micro,frontend-baseline,37.169567,13.406626,7.013465,7.061615,48.263855,25.248474,25.421814,37.351351351351354
13,12-10-23T18-57-15,micro,frontend-monitor,37.204679,11.716122,5.446743,7.048747,42.178040,19.608276,25.375488,37.83783783783784
14,12-10-23T18-57-15,micro,api-baseline,30.133415,10.916985,5.777300,5.705905,39.301147,20.798279,20.541260,37.2
14,12-10-23T18-57-15,micro,api-monitor,30.159637,11.094750,5.936279,5.728760,39.941101,21.370605,20.623535,36.766666666666666
14,12-10-23T18-57-15,micro,frontend-baseline,37.182862,14.437646,7.941030,7.085876,51.975525,28.587708,25.509155,36.75675675675676
14,12-10-23T18-57-15,micro,frontend-monitor,37.175737,12.024468,5.675269,7.078654,43.288086,20.430969,25.483154,38.2972972972973
15,12-10-23T18-57-15,micro,api-baseline,30.171899,10.428585,5.398797,5.678880,37.542908,19.435669,20.443970,36.333333333333336
15,12-10-23T18-57-15,micro,api-monitor,30.160221,10.776130,5.649940,5.708449,38.794067,20.339783,20.550415,36.233333333333334
15,12-10-23T18-57-15,micro,frontend-baseline,37.179115,12.334663,6.125675,7.030792,44.404785,22.052429,25.310852,35.891891891891895
15,12-10-23T18-57-15,micro,frontend-monitor,37.204915,14.324154,7.804515,7.067617,51.566956,28.096252,25.443420,37.91891891891892
16,12-10-23T18-57-15,micro,api-baseline,30.145418,11.074117,5.958744,5.720723,39.866821,21.451477,20.594604,36.3
16,12-10-23T18-57-15,micro,api-monitor,30.140099,10.458476,5.383267,5.698971,37.650513,19.379761,20.516296,35.86666666666667
16,12-10-23T18-57-15,micro,frontend-baseline,37.146703,12.061123,5.733626,7.070380,43.420044,20.641052,25.453369,35.972972972972975
16,12-10-23T18-57-15,micro,frontend-monitor,37.175272,13.182102,6.791924,7.090963,47.455566,24.450928,25.527466,38.7027027027027
17,12-10-23T18-57-15,micro,api-baseline,30.156994,10.550181,5.390354,5.721096,37.980652,19.405273,20.595947,37.46666666666667
17,12-10-23T18-57-15,micro,api-monitor,30.179569,12.454325,7.227970,5.726386,44.835571,26.020691,20.614990,35.9
17,12-10-23T18-57-15,micro,frontend-baseline,37.195869,11.949429,5.678355,7.043830,43.017944,20.442078,25.357788,35.91891891891892
17,12-10-23T18-57-15,micro,frontend-monitor,37.178593,12.152998,5.829654,7.069448,43.750793,20.986755,25.450012,37.2972972972973
18,12-10-23T18-57-15,micro,api-baseline,30.130823,10.251804,5.170814,5.701209,36.906494,18.614929,20.524353,36.13333333333333
18,12-10-23T18-57-15,micro,api-monitor,30.151387,10.613166,5.487044,5.712891,38.207397,19.753357,20.566406,36.0
18,12-10-23T18-57-15,micro,frontend-baseline,37.181306,13.728841,7.326914,7.075738,49.423828,26.376892,25.472656,36.32432432432432
18,12-10-23T18-57-15,micro,frontend-monitor,37.212827,12.798682,6.419457,7.085673,46.075256,23.110046,25.508423,37.62162162162162
19,12-10-23T18-57-15,micro,api-baseline,30.151771,13.840162,8.301578,5.822228,49.824585,29.885681,20.960022,36.333333333333336
19,12-10-23T18-57-15,micro,api-monitor,30.154540,10.924971,5.723674,5.696394,39.329895,20.605225,20.507019,35.56666666666667
19,12-10-23T18-57-15,micro,frontend-baseline,37.161770,33.544091,26.371986,7.200809,120.758728,94.939148,25.922913,37.86486486486486
19,12-10-23T18-57-15,micro,frontend-monitor,37.163195,13.608076,7.327220,7.011024,48.989075,26.377991,25.239685,37.351351351351354
2,12-10-23T18-57-15,micro,api-baseline,30.119010,83.929782,74.699622,5.993991,302.147217,268.918640,21.578369,62.56666666666667
2,12-10-23T18-57-15,micro,api-monitor,30.091485,85.689019,74.898478,5.830383,308.480469,269.634521,20.989380,62.86666666666667
2,12-10-23T18-57-15,micro,frontend-baseline,37.210374,12.849002,6.432732,7.068481,46.256409,23.157837,25.446533,45.0
2,12-10-23T18-57-15,micro,frontend-monitor,37.207168,11.956838,5.628153,7.061683,43.044617,20.261353,25.422058,42.13513513513514
20,12-10-23T18-57-15,micro,api-baseline,30.113683,10.311754,5.203451,5.699802,37.122314,18.732422,20.519287,36.333333333333336
20,12-10-23T18-57-15,micro,api-monitor,30.184396,11.380480,6.244626,5.736016,40.969727,22.480652,20.649658,35.56666666666667
20,12-10-23T18-57-15,micro,frontend-baseline,37.208068,18.821123,11.121148,6.960975,67.756042,40.036133,25.059509,36.486486486486484
20,12-10-23T18-57-15,micro,frontend-monitor,37.175856,12.172496,5.832859,7.070346,43.820984,20.998291,25.453247,36.972972972972975
21,12-10-23T18-57-15,micro,api-baseline,30.137485,10.331319,5.188327,5.726624,37.192749,18.677979,20.615845,36.0
21,12-10-23T18-57-15,micro,api-monitor,30.111266,12.808702,7.582804,5.744697,46.111328,27.298096,20.680908,36.166666666666664
21,12-10-23T18-57-15,micro,frontend-baseline,37.220572,12.073686,5.824958,7.042474,43.465271,20.969849,25.352905,36.54054054054054
21,12-10-23T18-57-15,micro,frontend-monitor,37.156175,22.113783,15.017412,7.053172,79.609619,54.062683,25.391418,39.027027027027025
22,12-10-23T18-57-15,micro,api-baseline,30.175671,24.731394,19.101800,5.881839,89.033020,68.766479,21.174622,37.53333333333333
22,12-10-23T18-57-15,micro,api-monitor,30.149554,11.283773,6.129896,5.741136,40.621582,22.067627,20.668091,36.03333333333333
