"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"04:34:04:082","45517598197885","   1.005","   1.880"," 1907"," 1200"," 2800"," 2167","   1.397","   1.404","   0.390","   0.392","   0.393","   0.109"," 35","0"," 32"," 40","   0.572","   0.575","   0.160","  45.000","    0","    0"
"04:34:05:091","45520528223283","   2.014","   2.191"," 1946"," 1200"," 3500"," 2190","   1.522","   2.939","   0.817","   0.572","   0.970","   0.270"," 35","0"," 32"," 50","   0.535","   1.115","   0.310","  45.000","    0","    0"
"04:34:06:100","45523457927478","   3.023","   1.246"," 1609"," 1200"," 2600"," 1626","   1.169","   4.119","   1.144","   0.214","   1.187","   0.330"," 35","0"," 32"," 36","   0.524","   1.644","   0.457","  45.000","    0","    0"
"04:34:07:106","45526378508564","   4.028","   1.120"," 1466"," 1200"," 2400"," 1470","   1.123","   5.248","   1.458","   0.176","   1.364","   0.379"," 35","0"," 32"," 35","   0.524","   2.171","   0.603","  45.000","    0","    0"
"04:34:08:116","45529313010927","   5.039","   1.101"," 1413"," 1200"," 1900"," 1417","   1.098","   6.358","   1.766","   0.158","   1.524","   0.423"," 35","0"," 32"," 35","   0.521","   2.698","   0.749","  45.000","    0","    0"

"Total Elapsed Time (sec) = 5.039003"
"Measured RDTSC Frequency (GHz) = 2.904"

"Cumulative Package Energy_0 (Joules) = 6.358032"
"Cumulative Package Energy_0 (mWh) = 1.766120"
"Average Package Power_0 (Watt) = 1.261764"

"Cumulative IA Energy_0 (Joules) = 1.524170"
"Cumulative IA Energy_0 (mWh) = 0.423381"
"Average Package IA_0 (Watt) = 0.302475"

"Cumulative DRAM Energy_0 (Joules) = 2.697815"
"Cumulative DRAM Energy_0 (mWh) = 0.749393"
"Average Package DRAM_0 (Watt) = 0.535387"
