InputFileName,Architecture,ExperimentDate,ScenarioPath,NumberOfInstances,SleepTime,WorkloadIterations,NumberOfIterations,StartTimestamp,MonolithExperiment,MicroserviceExperiment,C-State,Resident,Count,Latency
15-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.055%,1565,2
15-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,5,0
15-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.592%
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,97.372%,19740,890
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.009%,32,480
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,1.761%,5594,200
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.004%,18,124
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.066%,1080,85
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.007%,345,70
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.113%,2533,10
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.137%,4339,2
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,7,0
25-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.531%
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.700%,78026,890
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.031%,465,480
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.318%,32288,200
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,22,124
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.194%,9896,85
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.010%,1765,70
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.075%,4130,10
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.056%,4493,2
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,26,0
30-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.614%
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.891%,70443,890
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.012%,198,480
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.146%,26399,200
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.002%,46,124
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.112%,5863,85
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.009%,1296,70
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.104%,7684,10
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.121%,13985,2
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,23,0
3-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.604%
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.817%,22412,890
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.045%,150,480
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.296%,8709,200
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,7,124
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.171%,2702,85
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.011%,544,70
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.013%,555,10
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.056%,1409,2
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,7,0
15-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.590%
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.792%,79623,890
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.021%,510,480
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.272%,31794,200
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.002%,40,124
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.192%,9699,85
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.011%,1873,70
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.043%,2837,10
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.046%,3536,2
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,20,0
13-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.620%
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.908%,79941,890
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.020%,441,480
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.157%,29937,200
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.002%,57,124
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.183%,9874,85
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.011%,1724,70
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.049%,3136,10
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.058%,4584,2
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,18,0
3-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.612%
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.541%,80686,890
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.031%,480,480
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.387%,32348,200
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,35,124
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.190%,10396,85
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.011%,2000,70
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.098%,4098,10
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.059%,4783,2
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,43,0
17-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.681%
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.589%,76651,890
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.028%,508,480
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.341%,31661,200
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,39,124
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.165%,9285,85
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.012%,1791,70
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.126%,4378,10
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.060%,5285,2
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,12,0
29-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.678%
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,97.081%,19858,890
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.022%,92,480
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.098%,7254,200
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,9,124
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.120%,1872,85
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.009%,396,70
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.022%,1359,10
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.118%,3715,2
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,7,0
6-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.529%
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.992%,23660,890
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.022%,129,480
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.131%,8294,200
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.003%,19,124
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.192%,2845,85
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.014%,662,70
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.023%,561,10
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.045%,845,2
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,7,0
5-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.578%
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,97.480%,19557,890
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.018%,48,480
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,1.723%,5909,200
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,7,124
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.081%,1156,85
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.005%,252,70
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.029%,1786,10
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.136%,4285,2
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,1,0
27-frontend-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.528%
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.818%,79045,890
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.024%,453,480
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.220%,30269,200
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,29,124
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.174%,9319,85
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.012%,2050,70
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.068%,4076,10
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.062%,5427,2
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,19,0
21-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.620%
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.647%,20662,890
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.017%,153,480
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.416%,9620,200
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.002%,8,124
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.200%,3144,85
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.014%,641,70
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.013%,522,10
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.084%,1801,2
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,3,0
30-frontend-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.608%
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.647%,77555,890
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.025%,499,480
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.339%,31507,200
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.001%,18,124
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.160%,9136,85
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.010%,1736,70
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.066%,3062,10
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.064%,4907,2
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,16,0
22-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.688%
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.480%,75641,890
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.027%,553,480
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.414%,32899,200
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.002%,33,124
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.233%,13062,85
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.016%,2360,70
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,7,C1E,0.084%,4136,10
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,8,C1,0.066%,5980,2
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,9,POLL,0.000%,36,0
8-api-baseline.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,10,C0,0.679%
9-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,1,C10,96.911%,81241,890
9-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,2,C9,0.020%,434,480
9-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,3,C8,2.147%,30340,200
9-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,4,C7s,0.003%,49,124
9-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,5,C6,0.202%,10198,85
9-api-monitor.csv,micro,09-12-23T06-28-39,3,5,300,50,30,09-12-23T06-28-39,10-12-23T04-22-06,11-12-23T03-19-36,6,C3,0.011%,1842,70
