InputFileName,Architecture,ExperimentDate,ScenarioPath,NumberOfInstances,SleepTime,WorkloadIterations,NumberOfIterations,StartTimestamp,MonolithExperiment,MicroserviceExperiment,C-State,Resident,Count,Latency
28-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.497%
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,97.048%,33407,890
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.006%,48,480
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.008%,12089,200
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,22,124
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.087%,2161,85
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.007%,519,70
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.127%,4327,10
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.125%,7300,2
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,9,0
13-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.590%
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.797%,17009,890
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.031%,126,480
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.245%,6626,200
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,8,124
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.207%,2119,85
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.012%,448,70
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.063%,838,10
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.031%,535,2
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,3,0
4-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.612%
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,97.034%,16450,890
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.018%,81,480
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.083%,5940,200
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,15,124
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.177%,2017,85
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.012%,417,70
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.078%,860,10
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.055%,1144,2
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,2,0
15-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.542%
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.679%,15515,890
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.021%,80,480
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.396%,6766,200
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,8,124
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.182%,2361,85
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.015%,536,70
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.032%,434,10
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.080%,1477,2
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,6,0
25-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.593%
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.820%,40887,890
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.022%,229,480
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.189%,14698,200
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.001%,10,124
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.204%,4963,85
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.009%,738,70
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.065%,1967,10
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.049%,1935,2
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,11,0
30-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.641%
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.701%,38610,890
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.024%,190,480
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.215%,15000,200
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,19,124
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.195%,5023,85
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.014%,1205,70
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.102%,2487,10
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.066%,2733,2
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,14,0
3-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.681%
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.737%,15544,890
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.015%,108,480
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.303%,6751,200
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,7,124
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.219%,2360,85
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.013%,465,70
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.068%,993,10
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.066%,1216,2
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,4,0
15-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.577%
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,97.423%,33416,890
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.020%,63,480
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,1.710%,9582,200
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.001%,9,124
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.066%,1664,85
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.007%,699,70
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.088%,4700,10
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.148%,7915,2
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,8,0
13-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.537%
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.740%,40111,890
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.021%,244,480
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.208%,15398,200
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,23,124
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.218%,5438,85
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.012%,947,70
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.135%,2193,10
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.043%,1548,2
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,7,0
3-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.621%
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.404%,37725,890
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.022%,302,480
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.520%,17169,200
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.001%,12,124
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.203%,5414,85
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.011%,920,70
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.091%,1938,10
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.060%,2398,2
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,14,0
17-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.687%
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.677%,39081,890
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.021%,177,480
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.286%,15506,200
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,15,124
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.201%,5090,85
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.010%,920,70
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.061%,1959,10
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.054%,2387,2
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,5,0
29-api-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.689%
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,97.436%,14231,890
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.010%,39,480
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,1.726%,4272,200
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.003%,11,124
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.093%,1023,85
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.006%,259,70
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.064%,1590,10
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.147%,3218,2
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,4,0
6-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.515%
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,97.532%,13772,890
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.017%,29,480
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,1.671%,4359,200
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,5,124
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.077%,892,85
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.007%,197,70
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.061%,1584,10
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.137%,2941,2
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,4,0
5-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.497%
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.699%,16063,890
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.020%,118,480
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.337%,6772,200
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,12,124
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.183%,1924,85
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.012%,397,70
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.086%,798,10
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.050%,838,2
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,6,0
27-frontend-baseline.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.611%
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,96.978%,39211,890
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.026%,269,480
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.045%,13829,200
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,24,124
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.180%,5101,85
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.012%,994,70
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.081%,2191,10
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.055%,2515,2
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,9,POLL,0.000%,6,0
21-api-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,10,C0,0.620%
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,1,C10,97.043%,16973,890
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,2,C9,0.034%,93,480
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,3,C8,2.053%,5749,200
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,4,C7s,0.002%,12,124
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,5,C6,0.198%,1941,85
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,6,C3,0.010%,387,70
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,7,C1E,0.010%,502,10
30-frontend-monitor.csv,micro,07-12-23T20-32-01,2,5,300,50,30,07-12-23T20-32-01,08-12-23T13-27-55,09-12-23T06-24-41,8,C1,0.043%,764,2
