#,DateTime,Architecture,File,Total Elapsed Time (sec),Cumulative Package Energy_0 (mWh),Cumulative IA Energy_0 (mWh),Cumulative DRAM Energy_0 (mWh),Cumulative Package Energy_0 (Joules),Cumulative IA Energy_0 (Joules),Cumulative DRAM Energy_0 (Joules), Package Temperature_0 (C)
1,12-11-23T16-37-23,mono,api-baseline,12.069378,7.176022,2.822520,2.270847,25.833679,10.161072,8.175049,41.333333333333336
1,12-11-23T16-37-23,mono,api-monitor,12.077905,8.210280,3.533257,2.416111,29.557007,12.719727,8.697998,41.666666666666664
1,12-11-23T16-37-23,mono,frontend-baseline,77.344772,49.780189,21.567925,14.777968,179.208679,77.644531,53.200684,39.22077922077922
1,12-11-23T16-37-23,mono,frontend-monitor,77.320178,219.320865,177.745972,22.910055,789.555115,639.885498,82.476196,46.246753246753244
10,12-11-23T16-37-23,mono,api-baseline,12.073899,6.501634,2.159339,2.271305,23.405884,7.773621,8.176697,38.166666666666664
10,12-11-23T16-37-23,mono,api-monitor,12.072083,6.657749,2.354482,2.288801,23.967896,8.476135,8.239685,37.0
10,12-11-23T16-37-23,mono,frontend-baseline,77.328376,53.851878,25.666707,14.661238,193.866760,92.400146,52.780457,37.532467532467535
10,12-11-23T16-37-23,mono,frontend-monitor,77.379605,221.349436,179.058923,23.178643,796.857971,644.612122,83.443115,44.81818181818182
11,12-11-23T16-37-23,mono,api-baseline,12.070755,6.687842,2.338732,2.285207,24.076233,8.419434,8.226746,37.833333333333336
11,12-11-23T16-37-23,mono,api-monitor,12.067983,5.925496,1.660529,2.244449,21.331787,5.977905,8.080017,37.0
11,12-11-23T16-37-23,mono,frontend-baseline,77.418729,41.485443,14.011180,14.527503,149.347595,50.440247,52.299011,36.857142857142854
11,12-11-23T16-37-23,mono,frontend-monitor,77.365248,219.060788,178.204108,22.782576,788.618835,641.534790,82.017273,45.33766233766234
12,12-11-23T16-37-23,mono,api-baseline,12.046945,6.314290,2.052934,2.258826,22.731445,7.390564,8.131775,39.0
12,12-11-23T16-37-23,mono,api-monitor,12.084477,9.875760,4.752536,2.501119,35.552734,17.109131,9.004028,37.25
12,12-11-23T16-37-23,mono,frontend-baseline,77.369611,43.924628,15.783352,14.654049,158.128662,56.820068,52.754578,36.54545454545455
12,12-11-23T16-37-23,mono,frontend-monitor,77.439093,224.140879,182.159543,22.794308,806.907166,655.774353,82.059509,46.077922077922075
13,12-11-23T16-37-23,mono,api-baseline,12.068306,6.218482,1.913096,2.252672,22.386536,6.887146,8.109619,37.5
13,12-11-23T16-37-23,mono,api-monitor,12.089142,6.873406,2.563290,2.297533,24.744263,9.227844,8.271118,37.0
13,12-11-23T16-37-23,mono,frontend-baseline,77.371127,43.685506,15.588515,14.618293,157.267822,56.118652,52.625854,37.064935064935064
13,12-11-23T16-37-23,mono,frontend-monitor,77.344661,352.870314,310.133582,22.465074,1270.333130,1116.480896,80.874268,52.22077922077922
14,12-11-23T16-37-23,mono,api-baseline,12.071486,6.408030,2.067922,2.281952,23.068909,7.444519,8.215027,39.0
14,12-11-23T16-37-23,mono,api-monitor,12.072103,6.330770,2.024078,2.281409,22.790771,7.286682,8.213074,36.916666666666664
