InputFileName,Architecture,ExperimentDate,ScenarioPath,NumberOfInstances,SleepTime,WorkloadIterations,NumberOfIterations,StartTimestamp,MonolithExperiment,MicroserviceExperiment,MonoFrontendDuration,MonoBackendDuration,MicroFrontendDuration,MicroBackendDuration,C-State,Resident,Count,Latency
14-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.037%,7263,2
14-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,32,0
14-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.513%
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,1,C10,97.832%,146517,890
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,2,C9,0.013%,676,480
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,3,C8,1.455%,48962,200
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,4,C7s,0.001%,62,124
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,5,C6,0.129%,15472,85
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,6,C3,0.007%,2837,70
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,7,C1E,0.010%,2977,10
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.052%,10354,2
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,47,0
10-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.501%
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,1,C10,97.900%,136154,890
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,2,C9,0.009%,527,480
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,3,C8,1.390%,46858,200
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,4,C7s,0.001%,68,124
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,5,C6,0.133%,16455,85
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,6,C3,0.006%,2333,70
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,7,C1E,0.014%,7360,10
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.088%,23605,2
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,43,0
11-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.459%
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,1,C10,97.876%,152311,890
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,2,C9,0.019%,904,480
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,3,C8,1.358%,49326,200
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,4,C7s,0.002%,83,124
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,5,C6,0.180%,19623,85
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,6,C3,0.007%,2810,70
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,7,C1E,0.015%,3380,10
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.039%,8119,2
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,36,0
5-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.505%
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,1,C10,97.869%,133169,890
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,2,C9,0.013%,768,480
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,3,C8,1.385%,49112,200
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,4,C7s,0.002%,90,124
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,5,C6,0.139%,19065,85
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,6,C3,0.008%,3385,70
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,7,C1E,0.016%,4001,10
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.079%,17122,2
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,38,0
8-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.490%
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,1,C10,97.789%,160429,890
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,2,C9,0.013%,825,480
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,3,C8,1.475%,48353,200
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,4,C7s,0.001%,51,124
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,5,C6,0.159%,20006,85
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,6,C3,0.006%,2484,70
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,7,C1E,0.019%,3182,10
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.026%,4917,2
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,31,0
15-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.512%
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,1,C10,97.873%,149909,890
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,2,C9,0.014%,746,480
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,3,C8,1.363%,48293,200
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,4,C7s,0.002%,101,124
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,5,C6,0.160%,20156,85
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,6,C3,0.011%,4251,70
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,7,C1E,0.022%,5770,10
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.048%,10895,2
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,62,0
1-api-baseline.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.507%
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,1,C10,97.965%,151368,890
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,2,C9,0.009%,672,480
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,3,C8,1.300%,46852,200
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,4,C7s,0.002%,109,124
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,5,C6,0.162%,19401,85
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,6,C3,0.006%,2568,70
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,7,C1E,0.016%,2918,10
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,8,C1,0.046%,9391,2
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,9,POLL,0.000%,33,0
7-api-monitor.csv,mono,21-02-24T08-40-25,1,5,300,50,30,21-02-24T08-40-25,,,,936.081519517,,936.081519517,10,C0,0.493%
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,95.947%,17675,890
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.015%,69,480
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,2.807%,5689,200
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.002%,5,124
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.270%,2066,85
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.014%,394,70
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.105%,756,10
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.027%,287,2
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,3,0
2-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,0.814%
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,95.106%,15756,890
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.029%,70,480
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,3.342%,6943,200
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.002%,7,124
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.279%,2278,85
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.022%,538,70
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.110%,1126,10
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.086%,1490,2
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,10,0
2-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,1.026%
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,95.069%,16216,890
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.013%,45,480
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,3.382%,6838,200
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.000%,1,124
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.274%,2337,85
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.026%,595,70
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.129%,1114,10
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.101%,1803,2
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,16,0
3-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,1.006%
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,95.705%,16421,890
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.017%,57,480
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,2.976%,6101,200
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.002%,8,124
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.228%,2026,85
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.013%,347,70
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.175%,932,10
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.062%,1309,2
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,3,0
3-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,0.821%
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,96.194%,15077,890
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.014%,28,480
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,2.570%,4735,200
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.003%,6,124
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.157%,1336,85
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.011%,332,70
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.123%,1483,10
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.152%,2319,2
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,7,0
1-api-monitor.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,0.776%
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,95.337%,17124,890
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.022%,69,480
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,3.128%,6315,200
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.000%,0,124
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.269%,2094,85
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.021%,505,70
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.124%,1158,10
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.069%,1168,2
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,28,0
1-api-baseline.csv,micro,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,1.030%
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,96.899%,14564,890
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.027%,104,480
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,2.052%,4499,200
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.000%,0,124
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.186%,1665,85
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.013%,285,70
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.015%,227,10
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.077%,969,2
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,6,0
2-api-monitor.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,0.731%
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,97.100%,15894,890
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.016%,40,480
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,1.931%,3979,200
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.001%,3,124
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.142%,1175,85
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.014%,366,70
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.027%,395,10
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.059%,798,2
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,9,POLL,0.000%,11,0
2-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,10,C0,0.710%
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,1,C10,97.126%,14800,890
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,2,C9,0.015%,36,480
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,3,C8,1.862%,4056,200
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,4,C7s,0.001%,1,124
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,5,C6,0.155%,1477,85
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,6,C3,0.014%,411,70
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,7,C1E,0.028%,481,10
3-api-baseline.csv,mono,20-02-24T12-15-39,1,5,10,2,3,20-02-24T12-15-39,20-02-24T12-24-09,20-02-24T12-32-54,,60,,60,8,C1,0.071%,1201,2
