Iteration,Architecture,ScenarioPath,Joules,refined
1,micro,1,668.185575020135,True
1,micro,2,250.49330139756762,True
1,micro,3,290.36548638488006,True
1,mono,1,668.185575020135,True
1,mono,2,250.49330139756762,True
1,mono,3,290.36548638488006,True
2,micro,1,723.1220544397023,True
2,micro,2,271.08820887750267,True
2,micro,3,314.2385811706436,True
2,mono,1,723.1220544397022,True
2,mono,2,271.08820887750267,True
2,mono,3,314.23858117064356,True
3,micro,1,682.188470837396,True
3,micro,2,255.7427885662875,True
3,micro,3,296.45055886590944,True
3,mono,1,682.188470837396,True
3,mono,2,255.7427885662875,True
3,mono,3,296.45055886590944,True
4,micro,1,697.2456131102289,True
4,micro,2,261.3874977886036,True
4,micro,3,302.9937627348132,True
4,mono,1,697.2456131102289,True
4,mono,2,261.3874977886036,True
4,mono,3,302.9937627348132,True
5,micro,1,684.2078457927627,True
5,micro,2,256.49982361499247,True
5,micro,3,297.32809470779114,True
5,mono,1,684.2078457927627,True
5,mono,2,256.49982361499247,True
5,mono,3,297.3280947077911,True
6,micro,1,708.5408399732517,True
6,micro,2,265.6219182441302,True
6,micro,3,307.90219560813637,True
6,mono,1,708.5408399732517,True
6,mono,2,265.6219182441302,True
6,mono,3,307.90219560813637,True
7,micro,1,684.4240042386893,True
7,micro,2,256.58085835260033,True
7,micro,3,297.42202812185167,True
7,mono,1,684.4240042386893,True
7,mono,2,256.58085835260033,True
7,mono,3,297.42202812185167,True
8,micro,1,679.907430394855,True
8,micro,2,254.88765883521503,True
8,micro,3,295.4593141543755,True
8,mono,1,679.907430394855,True
8,mono,2,254.88765883521503,True
8,mono,3,295.4593141543754,True
9,micro,1,680.4648916501394,True
9,micro,2,255.0966431585195,True
9,micro,3,295.70156348537375,True
9,mono,1,680.4648916501394,True
9,mono,2,255.0966431585195,True
9,mono,3,295.70156348537375,True
10,micro,1,676.5114674417455,True
10,micro,2,253.61456045753357,True
10,micro,3,293.98357078084484,True
10,mono,1,676.5114674417455,True
10,mono,2,253.6145604575336,True
10,mono,3,293.9835707808448,True
11,micro,1,681.6556592294543,True
11,micro,2,255.5430450463944,True
11,micro,3,296.2190212400232,True
11,mono,1,681.6556592294542,True
11,mono,2,255.54304504639438,True
11,mono,3,296.2190212400232,True
12,micro,1,659.0348674759101,True
12,micro,2,247.06283083883474,True
12,micro,3,286.3889718563157,True
12,mono,1,659.0348674759101,True
12,mono,2,247.06283083883474,True
12,mono,3,286.3889718563157,True
13,micro,1,693.8629230441497,True
13,micro,2,260.11937522814367,True
13,micro,3,301.5237872024968,True
13,mono,1,693.8629230441497,True
13,mono,2,260.1193752281437,True
13,mono,3,301.5237872024968,True
14,micro,1,660.5062618095857,True
14,micro,2,247.61443571939353,True
14,micro,3,287.0283782537807,True
14,mono,1,660.5062618095857,True
14,mono,2,247.61443571939353,True
14,mono,3,287.0283782537807,True
15,micro,1,711.9993751080768,True
15,micro,2,266.91847404585604,True
15,micro,3,309.4051302331055,True
15,mono,1,711.9993751080768,True
15,mono,2,266.918474045856,True
15,mono,3,309.4051302331055,True
16,micro,1,676.1758530125437,True
16,micro,2,253.4887433649319,True
16,micro,3,293.83772679585604,True
16,mono,1,676.1758530125438,True
16,mono,2,253.48874336493193,True
16,mono,3,293.83772679585604,True
17,micro,1,801.3202164437188,True
17,micro,2,300.4035914536944,True
17,micro,3,348.22022967303104,True
17,mono,1,801.3202164437187,True
17,mono,2,300.4035914536944,True
17,mono,3,348.22022967303104,True
18,micro,1,677.2699181292071,True
18,micro,2,253.8988928701927,True
18,micro,3,294.3131617073731,True
18,mono,1,677.2699181292071,True
18,mono,2,253.89889287019275,True
18,mono,3,294.3131617073731,True
19,micro,1,688.4115587280189,True
19,micro,2,258.0757360121559,True
19,micro,3,299.15485241807437,True
19,mono,1,688.4115587280189,True
19,mono,2,258.0757360121559,True
19,mono,3,299.15485241807437,True
20,micro,1,716.8212253536145,True
20,micro,2,268.7261173593367,True
20,micro,3,311.50050454850947,True
20,mono,1,716.8212253536145,True
20,mono,2,268.7261173593367,True
20,mono,3,311.50050454850947,True
21,micro,2,265.41959804129436,True
21,micro,3,307.66767115668733,True
21,mono,1,708.0011551181444,True
21,mono,2,265.4195980412943,True
21,mono,3,307.6676711566873,True
22,micro,2,250.98813716099102,True
22,micro,3,290.9390874605393,True
22,mono,1,669.5055389364509,True
22,mono,2,250.98813716099104,True
22,mono,3,290.9390874605393,True
23,micro,2,265.27297720898304,True
23,micro,3,307.4977120038849,True
23,mono,1,707.6100471539744,True
23,mono,2,265.27297720898304,True
23,mono,3,307.4977120038848,True
24,micro,2,244.05190268243274,True
24,micro,3,282.898780247495,True
24,mono,1,651.0032804023032,True
