Iteration,Architecture,ScenarioPath,Joules,refined
24,mono,2,244.05190268243274,True
24,mono,3,282.898780247495,True
25,micro,2,262.95377164789295,True
25,micro,3,304.80934769627555,True
25,mono,1,701.4236154498891,True
25,mono,2,262.95377164789295,True
25,mono,3,304.80934769627555,True
26,micro,2,279.2508298893234,True
26,micro,3,323.7004845710503,True
26,mono,1,744.8956730715169,True
26,mono,2,279.2508298893234,True
26,mono,3,323.7004845710503,True
27,micro,2,252.20310457873697,True
27,micro,3,292.3474468986053,True
27,mono,1,672.7464387853806,True
27,mono,2,252.20310457873697,True
27,mono,3,292.3474468986053,True
28,micro,2,250.1572857778939,True
28,micro,3,289.9759855946588,True
28,mono,1,667.2892604728206,True
28,mono,2,250.15728577789383,True
28,mono,3,289.9759855946588,True
29,micro,2,249.02937447933274,True
29,micro,3,288.66853940356924,True
29,mono,1,664.2805809776169,True
29,mono,2,249.02937447933274,True
29,mono,3,288.66853940356924,True
30,micro,2,245.66244088735175,True
30,micro,3,284.76567531655917,True
30,mono,1,655.2993569462333,True
30,mono,2,245.66244088735175,True
30,mono,3,284.76567531655917,True
