Iteration,Architecture,ScenarioPath,Joules,refined
1,micro,1,259.452942,False
2,micro,1,217.01599099999999,False
3,micro,1,234.84753450000002,False
4,micro,1,256.6493225,False
5,micro,1,213.296997,False
6,micro,1,323.680084,False
7,micro,1,225.94412250000002,False
8,micro,1,225.058014,False
9,micro,1,216.607422,False
10,micro,1,222.10784900000002,False
11,micro,1,226.341034,False
12,micro,1,216.85433949999998,False
13,micro,1,222.80450449999998,False
14,micro,1,220.99972499999998,False
15,micro,1,223.04922499999998,False
16,micro,1,237.3529665,False
17,micro,1,244.73675550000002,False
18,micro,1,218.614868,False
19,micro,1,217.9127505,False
20,micro,1,222.2633055,False
21,micro,1,232.5823975,False
22,micro,1,260.6689755,False
23,micro,1,213.255707,False
24,micro,1,252.442108,False
25,micro,1,214.7681275,False
26,micro,1,216.538452,False
27,micro,1,228.48065200000002,False
28,micro,1,215.16317750000002,False
29,micro,1,233.517548,False
30,micro,1,270.0667725,False
1,mono,1,590.922485,False
2,mono,1,564.2819825,False
3,mono,1,460.1263125,False
4,mono,1,213.46151700000001,False
5,mono,1,254.15240500000002,False
6,mono,1,245.933594,False
7,mono,1,231.4145505,False
8,mono,1,220.98233,False
9,mono,1,241.83108549999997,False
10,mono,1,218.1687315,False
11,mono,1,289.787231,False
12,mono,1,222.6301575,False
13,mono,1,487.82556150000005,False
14,mono,1,218.4995725,False
15,mono,1,228.030579,False
16,mono,1,227.6624755,False
17,mono,1,214.489929,False
18,mono,1,240.797302,False
19,mono,1,215.385498,False
20,mono,1,221.367401,False
21,mono,1,227.216095,False
22,mono,1,208.462219,False
23,mono,1,226.741058,False
24,mono,1,247.823395,False
25,mono,1,217.0169675,False
26,mono,1,233.98751850000002,False
27,mono,1,476.46258550000005,False
28,mono,1,225.90945449999998,False
29,mono,1,232.0982665,False
30,mono,1,242.4252625,False
