Iteration,Architecture,ScenarioPath,Average_CPU,refined
24,mono,3,1.3756816337820394,True
25,micro,1,1.4076736091726427,True
25,micro,2,1.406207629507679,True
25,micro,3,1.4104099802238441,True
25,mono,1,1.407741581232807,True
25,mono,2,1.4107296719780036,True
25,mono,3,1.415502094986375,True
26,micro,1,1.3628845457156111,True
26,micro,2,1.3616286281319772,True
26,micro,3,1.3652288186961208,True
26,mono,1,1.3629427779732581,True
26,mono,2,1.3655027014142698,True
26,mono,3,1.3695912778904664,True
27,micro,1,1.3763094953600599,True
27,micro,2,1.3775797192966628,True
27,micro,3,1.3739385184006008,True
27,mono,1,1.3762505997696883,True
27,mono,2,1.373661515841716,True
27,mono,3,1.3695263657535461,True
28,micro,1,1.4206635661771352,True
28,micro,2,1.4205508333145398,True
28,micro,3,1.4208739912935935,True
28,mono,1,1.4206687931834179,True
28,mono,2,1.420898575377163,True
28,mono,3,1.4212655715368698,True
29,micro,1,1.4256977923885301,True
29,micro,2,1.4231440803470077,True
29,micro,3,1.4304645049634273,True
29,mono,1,1.4258161985797453,True
29,mono,2,1.4310214026487664,True
29,mono,3,1.439334883657399,True
30,micro,1,1.4008282715042806,True
30,micro,2,1.4002318508829301,True
30,micro,3,1.4019415394176136,True
30,mono,1,1.4008559253246753,True
30,mono,2,1.4020716031280547,True
30,mono,3,1.404013220439691,True
