Iteration,Architecture,ScenarioPath,Average_Temperature,refined
1,micro,1,23.170222397827942,True
1,micro,2,23.159321320373177,True
1,micro,3,23.190570151270254,True
1,mono,1,23.17072784050925,True
1,mono,2,23.19294739063928,True
1,mono,3,23.228435299581353,True
2,micro,1,22.901797085703855,True
2,micro,2,22.895561669786435,True
2,micro,3,22.913435999951027,True
2,mono,1,22.90208619889963,True
2,mono,2,22.914795780785777,True
2,mono,3,22.935094863441726,True
3,micro,1,22.71422647246059,True
3,micro,2,22.711094697909395,True
3,micro,3,22.720072186030574,True
3,mono,1,22.7143716812744,True
3,mono,2,22.720755144003206,True
3,mono,3,22.73095047841499,True
4,micro,1,22.52453575495172,True
4,micro,2,22.51639453327621,True
4,micro,3,22.53973201165753,True
4,mono,1,22.524913233318415,True
4,mono,2,22.54150739879328,True
4,mono,3,22.5680107361649,True
5,micro,1,22.334137850706593,True
5,micro,2,22.327733925712103,True
5,micro,3,22.346091300940447,True
5,mono,1,22.334434777045622,True
5,mono,2,22.34748782918973,True
5,mono,3,22.368335484664094,True
6,micro,1,22.275901329225906,True
6,micro,2,22.27164287378875,True
6,micro,3,22.28385008490074,True
6,mono,1,22.27609877806923,True
6,mono,2,22.28477874245395,True
6,mono,3,22.29864192977784,True
7,micro,1,22.25401006910208,True
7,micro,2,22.249957150267257,True
7,micro,3,22.261575173883237,True
7,mono,1,22.254197987972624,True
7,mono,2,22.26245900928883,True
7,mono,3,22.275653082549642,True
8,micro,1,22.24195822346821,True
8,micro,2,22.23983972696452,True
8,micro,3,22.24591257061456,True
8,mono,1,22.242056450323084,True
8,mono,2,22.24637455919437,True
8,mono,3,22.253271217926397,True
9,micro,1,22.22571120313119,True
9,micro,2,22.222090916608416,True
9,micro,3,22.23246876428619,True
9,mono,1,22.225879062440033,True
9,mono,2,22.23325825392011,True
9,mono,3,22.245043914465832,True
10,micro,1,22.163542128970466,True
10,micro,2,22.163876923539547,True
10,micro,3,22.162917207500662,True
10,mono,1,22.163526605783385,True
10,mono,2,22.162844197577243,True
10,mono,3,22.161754290709677,True
11,micro,1,22.343307481138012,True
11,micro,2,22.34741473279058,True
11,micro,3,22.335640959704815,True
11,mono,1,22.34311704305548,True
11,mono,2,22.334745275735276,True
11,mono,3,22.32137432472119,True
12,micro,1,22.48801221586517,True
12,micro,2,22.49407921938312,True
12,micro,3,22.476687657147995,True
12,mono,1,22.487730911330058,True
12,mono,2,22.47536460264492,True
12,mono,3,22.455613778078288,True
13,micro,1,22.476007964511144,True
13,micro,2,22.480137645369606,True
13,micro,3,22.468299577129056,True
13,mono,1,22.475816486469203,True
13,mono,2,22.467399001937387,True
13,mono,3,22.453955033772488,True
14,micro,1,22.685854859536636,True
14,micro,2,22.692120535546493,True
14,micro,3,22.6741594623498,True
14,mono,1,22.685564343292185,True
14,mono,2,22.672793082581745,True
14,mono,3,22.652395489718014,True
15,micro,1,22.481748497366258,True
15,micro,2,22.48811897190712,True
15,micro,3,22.46985748514238,True
15,mono,1,22.48145312200116,True
15,mono,2,22.468468251560584,True
15,mono,3,22.447729492354245,True
16,micro,1,22.644071801092064,True
16,micro,2,22.651003585846063,True
16,micro,3,22.631133057405965,True
16,mono,1,22.643750399846464,True
16,mono,2,22.629621416773816,True
16,mono,3,22.607055340422487,True
17,micro,1,22.716211123807387,True
17,micro,2,22.72286747404585,True
17,micro,3,22.703786501191885,True
17,mono,1,22.715902493442524,True
17,mono,2,22.702334925610796,True
17,mono,3,22.680665512460653,True
18,micro,1,22.825216182456792,True
18,micro,2,22.833427302045518,True
18,micro,3,22.809889455574066,True
18,mono,1,22.824835463182147,True
18,mono,2,22.80809882553487,True
18,mono,3,22.781367939025145,True
19,micro,1,22.794542221347548,True
19,micro,2,22.800581478390963,True
19,micro,3,22.783269453696455,True
19,mono,1,22.794262203313934,True
19,mono,2,22.78195244997248,True
19,mono,3,22.762291952657073,True
20,micro,1,22.723896846929172,True
20,micro,2,22.72751065605197,True
20,micro,3,22.717151376371483,True
20,mono,1,22.723729287953432,True
20,mono,2,22.71636329928878,True
20,mono,3,22.70459872559265,True
21,micro,1,22.63231044122107,True
21,micro,2,22.635014997406472,True
21,micro,3,22.627262165703378,True
21,mono,1,22.632185040944282,True
21,mono,2,22.62667237286259,True
21,mono,3,22.617867826336393,True
22,micro,1,22.510267813213545,True
22,micro,2,22.512694421265504,True
22,micro,3,22.50573835064003,True
22,mono,1,22.510155300364666,True
22,mono,2,22.50520917100451,True
22,mono,3,22.49730947063605,True
23,micro,1,22.286080882160988,True
23,micro,2,22.286553829037093,True
23,micro,3,22.28519808810084,True
23,mono,1,22.286058953361913,True
23,mono,2,22.28509495077905,True
23,mono,3,22.283555296029945,True
24,micro,1,22.227211828684702,True
24,micro,2,22.230300775053944,True
24,micro,3,22.22144605742229,True
24,mono,1,22.227068605655436,True
24,mono,2,22.220772439153983,True
24,mono,3,22.210716529732764,True
25,micro,1,22.247054124938003,True
25,micro,2,22.25086563977659,True
25,micro,3,22.239939620477408,True
25,mono,1,22.24687739907876,True
25,mono,2,22.239108428958268,True
25,mono,3,22.226700234256022,True
26,micro,1,22.228135800336982,True
26,micro,2,22.22593686806042,True
26,micro,3,22.232240287437964,True
26,mono,1,22.228237756701436,True
26,mono,2,22.232719816952304,True
26,mono,3,22.23987833029416,True
27,micro,1,22.168650129829977,True
27,micro,2,22.17169624801727,True
27,micro,3,22.16296430087514,True
27,mono,1,22.16850889258526,True
27,mono,2,22.162300022311154,True
27,mono,3,22.152383537880503,True
28,micro,1,22.216978154828016,True
28,micro,2,22.22014463664179,True
28,micro,3,22.211067657311265,True
28,mono,1,22.21683133676669,True
28,mono,2,22.210377130594043,True
28,mono,3,22.200068808435958,True
29,micro,1,21.988576469147066,True
29,micro,2,21.989164655736232,True
29,micro,3,21.987478570728847,True
29,mono,1,21.988549197108316,True
29,mono,2,21.98735030264508,True
29,mono,3,21.985435490810755,True
30,micro,1,22.035333029426123,True
30,micro,2,22.040985769378235,True
30,micro,3,22.024781727566623,True
30,mono,1,22.03507093276183,True
30,mono,2,22.023549013092957,True
30,mono,3,22.005146802712733,True
