#,DateTime,Architecture,File,Total Elapsed Time (sec),Cumulative Package Energy_0 (mWh),Cumulative IA Energy_0 (mWh),Cumulative DRAM Energy_0 (mWh),Cumulative Package Energy_0 (Joules),Cumulative IA Energy_0 (Joules),Cumulative DRAM Energy_0 (Joules), Package Temperature_0 (C)
22,04-11-23T19-37-52,mono,frontend-monitor,197.005058,441.968943,368.135783,51.645372,1591.088196,1325.288818,185.923340,50.83163265306123
23,04-11-23T19-37-52,mono,api-baseline,34.164469,13.205719,6.386532,6.517639,47.540588,22.991516,23.463501,37.3235294117647
23,04-11-23T19-37-52,mono,api-monitor,34.158252,12.050629,5.345442,6.459283,43.382263,19.243591,23.253418,36.05882352941177
23,04-11-23T19-37-52,mono,frontend-baseline,197.025721,97.121836,55.808021,37.733188,349.638611,200.908875,135.839478,36.95918367346939
23,04-11-23T19-37-52,mono,frontend-monitor,196.931020,327.283173,259.837816,49.708896,1178.219421,935.416138,178.952026,42.58673469387755
24,04-11-23T19-37-52,mono,api-baseline,34.169311,12.890371,6.103634,6.428884,46.405334,21.973083,23.143982,35.205882352941174
24,04-11-23T19-37-52,mono,api-monitor,34.151973,12.562341,6.022814,6.445058,45.224426,21.682129,23.202209,34.38235294117647
24,04-11-23T19-37-52,mono,frontend-baseline,196.951285,81.824544,41.656223,37.629513,294.568359,149.962402,135.466248,35.984693877551024
24,04-11-23T19-37-52,mono,frontend-monitor,197.052626,335.890740,268.553450,49.738871,1209.206665,966.792419,179.059937,42.41326530612245
25,04-11-23T19-37-52,mono,api-baseline,34.174650,12.817027,6.091902,6.463081,46.141296,21.930847,23.267090,36.088235294117645
25,04-11-23T19-37-52,mono,api-monitor,34.167904,12.328203,5.780996,6.428053,44.381531,20.811584,23.140991,35.705882352941174
25,04-11-23T19-37-52,mono,frontend-baseline,196.775192,152.089386,102.883640,37.473891,547.521790,370.381104,134.906006,38.19387755102041
25,04-11-23T19-37-52,mono,frontend-monitor,197.011460,313.032939,243.405592,50.842641,1126.918579,876.260132,183.033508,41.954081632653065
26,04-11-23T19-37-52,mono,api-baseline,34.167728,19.403788,12.320421,6.571791,69.853638,44.353516,23.658447,36.11764705882353
26,04-11-23T19-37-52,mono,api-monitor,34.195433,17.371945,9.263255,6.772834,62.539001,33.347717,24.382202,36.1764705882353
26,04-11-23T19-37-52,mono,frontend-baseline,196.997800,95.978936,54.735006,37.968750,345.524170,197.046021,136.687500,36.035714285714285
26,04-11-23T19-37-52,mono,frontend-monitor,196.897081,323.537716,253.075155,50.825314,1164.735779,911.070557,182.971130,42.39795918367347
27,04-11-23T19-37-52,mono,api-baseline,34.182480,15.003781,8.198717,6.441803,54.013611,29.515381,23.190491,38.14705882352941
27,04-11-23T19-37-52,mono,api-monitor,34.158272,17.623545,9.585961,6.783668,63.444763,34.509460,24.421204,34.705882352941174
27,04-11-23T19-37-52,mono,frontend-baseline,196.992214,80.265198,39.487406,37.805244,288.954712,142.154663,136.098877,35.714285714285715
27,04-11-23T19-37-52,mono,frontend-monitor,196.993095,337.755280,270.215285,49.906328,1215.919006,972.775024,179.662781,42.0
28,04-11-23T19-37-52,mono,api-baseline,34.169181,13.525662,6.807098,6.496565,48.692383,24.505554,23.387634,35.470588235294116
28,04-11-23T19-37-52,mono,api-monitor,34.192901,13.833330,6.549971,6.630673,49.799988,23.579895,23.870422,34.61764705882353
28,04-11-23T19-37-52,mono,frontend-baseline,196.978676,88.233456,46.725650,37.764214,317.640442,168.212341,135.951172,35.82142857142857
28,04-11-23T19-37-52,mono,frontend-monitor,196.986109,315.993449,244.517771,51.212413,1137.576416,880.263977,184.364685,41.44387755102041
29,04-11-23T19-37-52,mono,api-baseline,34.175693,13.154958,6.149004,6.590051,47.357849,22.136414,23.724182,36.0
29,04-11-23T19-37-52,mono,api-monitor,34.153190,18.152093,10.228458,6.732178,65.347534,36.822449,24.235840,35.029411764705884
29,04-11-23T19-37-52,mono,frontend-baseline,197.015443,85.012377,43.120355,38.060693,306.044556,155.233276,137.018494,37.13775510204081
29,04-11-23T19-37-52,mono,frontend-monitor,197.002513,347.052816,281.313409,49.233042,1249.390137,1012.728271,177.238953,42.36224489795919
3,04-11-23T19-37-52,mono,api-baseline,34.179997,16.854875,8.757494,6.771851,60.677551,31.526978,24.378662,37.0
3,04-11-23T19-37-52,mono,api-monitor,34.170801,13.045705,6.278873,6.451263,46.964539,22.603943,23.224548,36.11764705882353
3,04-11-23T19-37-52,mono,frontend-baseline,197.009302,95.081516,53.046790,38.065253,342.293457,190.968445,137.034912,37.28061224489796
3,04-11-23T19-37-52,mono,frontend-monitor,196.989323,314.071181,242.913225,50.817786,1130.656250,874.487610,182.944031,43.02040816326531
30,04-11-23T19-37-52,mono,api-baseline,34.179861,13.579797,6.859707,6.481018,48.887268,24.694946,23.331665,35.6764705882353
30,04-11-23T19-37-52,mono,api-monitor,34.133655,20.394118,11.772546,6.830224,73.418823,42.381165,24.588806,35.55882352941177
30,04-11-23T19-37-52,mono,frontend-baseline,196.897520,80.581275,39.581638,37.868212,290.092590,142.493896,136.325562,35.33163265306123
30,04-11-23T19-37-52,mono,frontend-monitor,196.992315,335.342543,266.753777,50.325029,1207.233154,960.313599,181.170105,41.67857142857143
4,04-11-23T19-37-52,mono,api-baseline,34.201963,13.024173,6.229095,6.498413,46.887024,22.424744,23.394287,36.911764705882355
4,04-11-23T19-37-52,mono,api-monitor,34.225508,12.039659,5.510779,6.427188,43.342773,19.838806,23.137878,35.85294117647059
4,04-11-23T19-37-52,mono,frontend-baseline,196.878716,92.385101,50.829264,37.927772,332.586365,182.985352,136.539978,37.62755102040816
4,04-11-23T19-37-52,mono,frontend-monitor,196.940591,322.676154,251.634386,50.843743,1161.634155,905.883789,183.037476,43.94387755102041
5,04-11-23T19-37-52,mono,api-baseline,34.181358,13.873647,7.052290,6.524675,49.945129,25.388245,23.488831,37.411764705882355
5,04-11-23T19-37-52,mono,api-monitor,34.158834,14.429101,7.620290,6.502397,51.944763,27.433044,23.408630,36.5
5,04-11-23T19-37-52,mono,frontend-baseline,196.941316,83.535750,43.484344,37.600064,300.728699,156.543640,135.360229,37.19897959183673
5,04-11-23T19-37-52,mono,frontend-monitor,196.586292,827.760637,734.595591,60.546689,2979.938293,2644.544128,217.968079,59.933673469387756
6,04-11-23T19-37-52,mono,api-baseline,34.097994,115.141432,101.504822,8.986918,414.509155,365.417358,32.352905,57.470588235294116
6,04-11-23T19-37-52,mono,api-monitor,34.100740,61.635946,49.071876,7.136688,221.889404,176.658752,25.692078,50.38235294117647
6,04-11-23T19-37-52,mono,frontend-baseline,196.633654,411.759728,337.593875,44.115397,1482.335022,1215.337952,158.815430,52.04081632653061
6,04-11-23T19-37-52,mono,frontend-monitor,196.693644,690.905219,587.689548,59.092933,2487.258789,2115.682373,212.734558,62.16326530612245
7,04-11-23T19-37-52,mono,api-baseline,34.104240,59.360385,46.628808,7.263099,213.697388,167.863708,26.147156,53.294117647058826
7,04-11-23T19-37-52,mono,api-monitor,34.075243,122.555339,107.722744,8.643629,441.199219,387.801880,31.117065,55.470588235294116
7,04-11-23T19-37-52,mono,frontend-baseline,196.977899,81.999596,40.381911,37.807363,295.198547,145.374878,136.106506,40.67857142857143
7,04-11-23T19-37-52,mono,frontend-monitor,196.870754,431.639370,358.406711,49.648081,1553.901733,1290.264160,178.733093,48.06122448979592
8,04-11-23T19-37-52,mono,api-baseline,34.192492,12.596588,5.855476,6.483324,45.347717,21.079712,23.339966,37.0
8,04-11-23T19-37-52,mono,api-monitor,34.154329,29.358080,20.121036,6.601274,105.689087,72.435730,23.764587,37.61764705882353
8,04-11-23T19-37-52,mono,frontend-baseline,197.017748,76.184404,36.750251,37.356500,274.263855,132.300903,134.483398,37.78061224489796
8,04-11-23T19-37-52,mono,frontend-monitor,196.969555,327.492489,259.508260,51.106330,1178.972961,934.229736,183.982788,43.47959183673469
9,04-11-23T19-37-52,mono,api-baseline,34.170941,13.885939,7.079773,6.485426,49.989380,25.487183,23.347534,37.14705882352941
9,04-11-23T19-37-52,mono,api-monitor,34.164771,17.084571,8.950009,6.795383,61.504456,32.220032,24.463379,36.61764705882353
9,04-11-23T19-37-52,mono,frontend-baseline,196.902169,104.075589,60.607385,37.918549,374.672119,218.186584,136.506775,37.484693877551024
9,04-11-23T19-37-52,mono,frontend-monitor,196.979845,320.250125,249.693383,51.086917,1152.900452,898.896179,183.912903,42.83673469387755
1,05-11-23T17-17-45,micro,api-baseline,34.197191,13.664602,6.754083,6.524506,49.192566,24.314697,23.488220,41.11764705882353
1,05-11-23T17-17-45,micro,api-monitor,34.124426,39.996880,31.617466,6.656867,143.988770,113.822876,23.964722,39.411764705882355
1,05-11-23T17-17-45,micro,frontend-baseline,106.543653,38.841858,17.906019,20.221642,139.830688,64.461670,72.797913,36.31132075471698
1,05-11-23T17-17-45,micro,frontend-monitor,106.536313,287.095523,235.147756,33.636797,1033.543884,846.531921,121.092468,45.367924528301884
10,05-11-23T17-17-45,micro,api-baseline,34.210766,15.820753,8.702698,6.594137,56.954712,31.329712,23.738892,34.970588235294116
10,05-11-23T17-17-45,micro,api-monitor,34.225783,13.927426,7.012872,6.553226,50.138733,25.246338,23.591614,34.6764705882353
10,05-11-23T17-17-45,micro,frontend-baseline,106.527143,41.492140,20.436164,20.269521,149.371704,73.570190,72.970276,34.698113207547166
10,05-11-23T17-17-45,micro,frontend-monitor,106.524044,281.011573,228.785417,33.328654,1011.641663,823.627502,119.983154,43.79245283018868
11,05-11-23T17-17-45,micro,api-baseline,34.203120,13.714820,6.780836,6.562619,49.373352,24.411011,23.625427,34.8235294117647
11,05-11-23T17-17-45,micro,api-monitor,34.189742,13.744151,6.815796,6.520437,49.478943,24.536865,23.473572,33.029411764705884
11,05-11-23T17-17-45,micro,frontend-baseline,106.489702,46.152089,23.662262,20.676778,166.147522,85.184143,74.436401,34.386792452830186
11,05-11-23T17-17-45,micro,frontend-monitor,106.483994,282.091726,229.687856,33.427124,1015.530212,826.876282,120.337646,43.89622641509434
12,05-11-23T17-17-45,micro,api-baseline,34.170252,13.727298,6.796655,6.504907,49.418274,24.467957,23.417664,37.14705882352941
12,05-11-23T17-17-45,micro,api-monitor,34.171500,21.264106,12.632582,6.959042,76.550781,45.477295,25.052551,34.88235294117647
12,05-11-23T17-17-45,micro,frontend-baseline,106.448423,43.427158,20.842319,20.601688,156.337769,75.032349,74.166077,35.87735849056604
12,05-11-23T17-17-45,micro,frontend-monitor,106.564290,457.686785,400.640361,33.777127,1647.672424,1442.305298,121.597656,52.12264150943396
13,05-11-23T17-17-45,micro,api-baseline,34.186961,14.098850,7.185686,6.501194,50.755859,25.868469,23.404297,37.05882352941177
13,05-11-23T17-17-45,micro,api-monitor,34.143736,17.767283,10.513170,6.689114,63.962219,37.847412,24.080811,35.8235294117647
13,05-11-23T17-17-45,micro,frontend-baseline,106.457595,46.087833,24.820879,20.290816,165.916199,89.355164,73.046936,36.405660377358494
13,05-11-23T17-17-45,micro,frontend-monitor,106.571095,282.041304,229.941491,33.520033,1015.348694,827.789368,120.672119,45.5
14,05-11-23T17-17-45,micro,api-baseline,34.147392,18.920797,10.665877,6.830173,68.114868,38.397156,24.588623,36.35294117647059
14,05-11-23T17-17-45,micro,api-monitor,34.162809,13.631439,6.724124,6.540731,49.073181,24.206848,23.546631,36.029411764705884
14,05-11-23T17-17-45,micro,frontend-baseline,106.547944,45.162557,22.184906,20.633138,162.585205,79.865662,74.279297,36.16981132075472
14,05-11-23T17-17-45,micro,frontend-monitor,106.501427,277.383118,225.312144,33.390079,998.579224,811.123718,120.204285,45.094339622641506
15,05-11-23T17-17-45,micro,api-baseline,34.195560,13.430379,6.633386,6.494463,48.349365,23.880188,23.380066,37.44117647058823
15,05-11-23T17-17-45,micro,api-monitor,34.185633,21.831394,13.529900,6.846686,78.593018,48.707642,24.648071,36.1764705882353
15,05-11-23T17-17-45,micro,frontend-baseline,106.493625,49.042630,26.285790,20.626356,176.553467,94.628845,74.254883,36.79245283018868
15,05-11-23T17-17-45,micro,frontend-monitor,106.497207,298.284878,245.684814,33.986223,1073.825562,884.465332,122.350403,46.0377358490566
16,05-11-23T17-17-45,micro,api-baseline,34.181661,13.728061,6.897363,6.516554,49.421021,24.830505,23.459595,36.911764705882355
16,05-11-23T17-17-45,micro,api-monitor,34.164819,14.305776,7.438778,6.523319,51.500793,26.779602,23.483948,35.588235294117645
16,05-11-23T17-17-45,micro,frontend-baseline,106.480314,79.480947,55.165812,20.927921,286.131409,198.596924,75.340515,38.9622641509434
16,05-11-23T17-17-45,micro,frontend-monitor,106.532237,287.708350,236.400248,33.378025,1035.750061,851.040894,120.160889,45.95283018867924
17,05-11-23T17-17-45,micro,api-baseline,34.172828,27.553151,20.107863,6.608209,99.191345,72.388306,23.789551,38.294117647058826
17,05-11-23T17-17-45,micro,api-monitor,34.081398,24.233738,16.090868,6.543749,87.241455,57.927124,23.557495,36.1764705882353
17,05-11-23T17-17-45,micro,frontend-baseline,106.488207,52.972717,28.203888,21.001383,190.701782,101.533997,75.604980,37.64150943396226
17,05-11-23T17-17-45,micro,frontend-monitor,106.519223,345.462816,290.901388,33.547431,1243.666138,1047.244995,120.770752,47.84905660377358
18,05-11-23T17-17-45,micro,api-baseline,34.147456,31.795061,23.742421,6.467641,114.462219,85.472717,23.283508,39.0
18,05-11-23T17-17-45,micro,api-monitor,34.170081,17.810601,9.611766,6.804047,64.118164,34.602356,24.494568,36.35294117647059
18,05-11-23T17-17-45,micro,frontend-baseline,106.464434,49.130910,25.996229,20.683272,176.871277,93.586426,74.459778,36.528301886792455
18,05-11-23T17-17-45,micro,frontend-monitor,106.521127,272.730577,222.594248,33.201192,981.830078,801.339294,119.524292,46.009433962264154
19,05-11-23T17-17-45,micro,api-baseline,34.174185,13.381856,6.550564,6.509247,48.174683,23.582031,23.433289,37.11764705882353
19,05-11-23T17-17-45,micro,api-monitor,34.137232,13.780060,6.905789,6.508467,49.608215,24.860840,23.430481,36.294117647058826
19,05-11-23T17-17-45,micro,frontend-baseline,106.511183,48.922051,27.097677,20.443861,176.119385,97.551636,73.597900,37.04716981132076
19,05-11-23T17-17-45,micro,frontend-monitor,106.550570,289.358097,236.946648,33.716804,1041.689148,853.007935,121.380493,46.29245283018868
